Fact Checked Claim Index,Podcast Claim Index,Fact Checked Claim,Podcast Claim,Stance Agreement
3120,11607067,"Silver Solution used on strains of coronavirus ""totally eliminate it. Kills it. Deactivates it.”"," I was like a different person and I went and and then I slowly went off my thyroid medication. I'm not saying that you know, my protocol is on my website or what I did with him. It was bioactive silver, which actually lowers viral loads High don't have that and I was scared to do it because it tastes like oh it tastes like water. It really doesn't it's not. Not harmful at all because it's bioactive so it goes in and it does it it grabs onto the toxins and it leaves the body but colloidal silver is a whole different thing
",5
5303,6860369,"On investigating during the Supreme Court confirmation process, ""The FBI doesn’t do that."""," The FBI is not necessarily going to just say yeah, let's go check that one out and it you know it Upstate New York exactly the day they don't make it their business to really investigate missing persons. Like I said, like you said unless it's a person interest or if it's a child. The FBI typically does not get involved in the searches. But yeah on the fourth day they show up which is just. Yeah, and they were actually on scene for six days after that
",5
16048,6620255,"""Over the past 10 years, the number of people living in Lower Manhattan has nearly doubled. In fact, Lower Manhattan has added more people over the last 10 years than Atlanta, Dallas and Philadelphia combined."""," It's eight million people now, we don't get me wrong. It's all five boroughs and there it's huge. Okay, but in New York, but in Manhattan any given day, there's got to be at least 3 million people. Just on that island. I don't know cause I'm you know, think about all the people we know who live in who work in Manhattan
",5
18965,9920709,"The Climatic Research Unit e-mails show that the science behind climate change ""has been pretty well debunked."""," It's not enough to properly count them this information in that vein. I hell are people being dishonest about clay. Change and what tactics are they using that you're needing to counter these with these facts? Yeah, so there are how family of different techniques that are used to distort the facts about climate change and in fact distort any type of science information, but I found it a really easy way to remember them is the acronym flick fli CC which stands for. for fake experts logical fallacies impossible expectations cherry picking and conspiracy theories every movement that denies the scientific consensus use these five techniques and we are having people just I've been talking a lot about scientific consensus have noticed what is a scientific consensus because I know some people are confused about that. So what is the scientific consensus with regards to climate change? Yeah, because I'm what I am familiar with is the concept that it's
",5
15678,2493715,"""The American healthcare system burns 18 percent of our national GDP. Nobody else is close."""," What is the environment you're putting your body in or inside of you that's going to it's gonna just affect you are way is simply not working even with all our medical advances in technology. We are getting sicker we spend more than we spend a military spend more than anything. It's 18% of our GDP on Healthcare yet. We're getting sicker and do we really think that more drugs and more tests and more that's going. That's gonna how we're going to get there
",2
10571,2632205,"The home-mortgage deduction is widely thought to be ""a middle-class benefit. It's not -- 73 percent of it goes to people making a quarter-million dollars or more a year."""," So she's paying for 80 she can actually pay. More than that and she won't feel any change in her monthly budget because the tax benefit I talked about the tax benefit in depth and episode 27 explaining that it's the greatest thing that exists in the entire universe. It's the mortgage interest tax deduction. Simply put when you buy a home you are then going to get an extra two, three, four five hundred dollars a month in your paycheck because owning your home has a big fat tax write-off if you haven't listened to episode 27 yet and you think that I'm smart. Smoking crack then go back and listen to episode 27
",5
12885,311088,"""Black children constitute 18 percent of the nation's public school population but 40 percent of the children who are suspended or expelled."""," There's another 30 to. That are black girls. So it's a good it's more than 60% of the juvenile detention population are black children 37 percent are black boys now out of that number 60 percent. Now out of all black boys in a juvenile detention system in the United States 60% are sent to adult prison. And I'm just going to get silent for a moment so that we can really let that marinate let that number marinate
",5
14289,10205020,Says 1 in 7 American families is on food stamps.," I can like I'm a celebrity to buy can't say no bitch slap myself back to reality but back to the story. So we had lunch. And as I said that I think food stamps was just being about to be done to my uncle's got to start over. So usually I used to have two bags one for lunch and one for snack time, but me this time only have one big 99 Cents bag my to juices so I went down and I had my lunch so I went downstairs. My lunch let the chips in my book bag and I left one Capri Sun in my book bag
",5
2076,9087764,"“$400,000 ... is more money than I’ve ever made” in a year."," But like I said homosexual attorney that was good at getting people off and it was a vfl. So let's say he made what $400,000 a year as a lawyer. So let's say you make $400,000 a year. Are you giving any of your percentage to help Tennessee be better at sports? Yeah, but I don't think I'm going to go the route of giving it to 17 year olds. I'm more inclined like if I had like, let's just say I had Charlie ergen or Jimmy has the money
",5
12675,12129411,"""For several days in July of 2012, Greenland surface ice cover melted more than at any time in 30 years of satellite observation. During that month, an estimated 97% of the ice sheet thawed."""," Our oceans have even been warming in the top seven hundred meters of our oceans have raised about four degrees Fahrenheit. We have also seen. A lot of data on shrieking I seats I sheets so data from NASA's gravity recovery and climate experiment experiment has stated that Greenland Greenland has lost an average of 286 billion tons of ice per year between 1993 and 2016. That's 286 billion tons of ice and that is per year as well as Antarctica has lost about a hundred twenty seven billion tons of ice per year during the same time and. Rate of Antarctic Ice mass that has lost has tripled in the last decade on to glacial Retreat Glaciers are retreating almost everywhere around the world
",5
10323,526418,"Texas this fiscal year will ""have more money in reserve than the other 49 states combined."""," So he's got a lot of big-time relationships here. And growing up in Arkansas. You hear a budget because Texas is so close. You hear about how crazy this state is about football guys. I can't even explain it how big it is here
",5
563,6669380,Says Joe Biden confused his son and his grandson.," Well looks like Joe by so most fuck when I said William Dafoe wait, Joe Biden and his Heyday was sexy. Well, look it look it. I'm Joe Biden and then just look up will tell you nothing his son. I have seen that because they look alike. It doesn't like in trouble right now
",5
14819,6412545,Says President Barack Obama's parents were communists.," That was a Christian home. And so tell us about I grew up in sort of the archetypal Upper West Side New York Jewish intellectual Enclave both. My parents were former Communists. My mother may have not been quite so former, but she was a trotskyite so I think that yeah, but but but they were very unlike many similarly situated people today. They were sponges of intellectual
",5
9161,4780065,"""You've been tremendously deceived"" by people who say the Earth is not flat."," Let me hear you they work for the Bawa Z, but I still do that. I just what are you doing?. I'm genuinely frustrated about your you think the Earth is flat because it really is dude. Like that's the thing. Okay, what about aliens UFOs dude, I believe in aliens and you know what it should I come here? They're gonna be like yo listen look up Bob Lazar
",1
3907,2330052,"Says Marcus Aurelius said, ""Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth."""," I'll give you one I carry this coin in my pocket. And it's this idea that on the back. There's a quote from Marcus Aurelius. He says you could leave life right now. Let that determine what you do and say and think huh, so you got a big skull over there right in the in most sort of like Renaissance paintings
",5
6234,8624264,"""A ‘gerrymander’ is by definition and common understanding, a strange looking ‘monster’ drawing. This map is clearly not that."""," It's going to be like unless you're a massive Glenn monk fat. Now unless you're massive going monk fan. No one knows the the complete works of gerrymandering. There are a couple of Gary among people who wrote his autobiography going. Hey, it's doing very good
",5
17267,7124475,"Says there are ""a half a trillion dollars in cuts to Medicare that are going to go in place"" as a result of health care reform."," It's just not possible. And you know Healthcare I think is the third or fourth largest sector of the economy. And Medicare is going to be broke. It's a trust fund and they're funding it with with essentially a accounts receivable. So there's going to be a day when that account is completely drained because they're too busy paying the interest on the debt
",5
15965,10347354,"""At nearly 19 million people, the population of Florida is larger than all the earlier primary and caucus states combined."""," We'll really I think be a very big year for those markets but I think 2020 you'll start to see just how powerful they are. Right because in Canada were so obsessed with Ontario Ontario Ontario Ontario has 12 million people. Well, you know who else has 12 million people, you know, Michigan and Illinois each are pretty close to those populations, Florida has. Million people so you've got a you know, a couple of Ontario's in the states which are either coming online or may come online. Right? And I don't think there's any denying I don't think anybody's saying that the u
",5
2407,2695782,"""Our country and Constitution was built on a foundational separation of church and state."""," Maybe you have people starting to question. Like, why does the Central Bank on this and it should be separated? Why does Facebook run? This should be separated should be a political dude. So the separation of church and state allowing. Odd science to proliferate right and that changed the world completely. So the way when I look at the separation of money and state and the reason why I think it'll be such profound change as well
",5
5957,8134311,NASA Has Just Confirmed Earth Has A New Moon," Which hey, whatever you want to do do it. You know what I mean? Like, what do you want to manifest do it? But like, you know, that's what I kind of see within that energy. So also this new moon is. So the reason why we're going to be like hi passion, hi assertiveness put it on foot down like very aggressive type of energy is because we're feeling that we don't have the authority to control that we want but we have with you know, we don't feel like we have it and so we're fighting for it. Right and you know it's going to be like at first you're going to try to fight for it through being, you know, trying to relate with people connect with people being like, okay
",5
14782,3547959,"Says President Barack Obama ""added"" $6.5 trillion to the national debt in his first term, more than the $6.3 trillion added by the previous 43 presidents combined."," Yeah, because 21 trillion Donald Trump has been honor now. We've been in that long before Trump as a thing. I think like a solid 10 trillion in debt during his administration. It's just it's just you know, the national debt is. Has the I don't even think it has anything to do with any president
",5
11556,409631,"Roughly 500,000 Georgians -- or about 5 percent of the state’s residents -- have gone through a background check to legally obtain a Georgia weapons carry license."," He had but again, you know, we're talking about the gun permits and you know here in Georgia where we live. I will tell you one thing that a positive I see from the gun permit working in a gun store here locally. I would say maybe roughly 60% of the people coming in that I see to buy guns have a Georgia permit and that speeds up the process right absolute so I can come in with my Georgia permit. No purchase a firearm show you my thing. So you already know that I've been screened and I'm a lot, you know this I meet all the we still have to fill out a 4473 which is kept on record
",2
2274,1339732,“Herd immunity has been reached.”," It's a really serious thing now why the first thing you need to understand is this is kind of reads like a spy Thriller, you know novel that you might read about a pandemic why because the things that really confer that dangerousness to a new viruses one. The human species is not seen it before so it art we haven't had a chance to deal with it so we don't. This thing called herd immunity. None of us having any bodies to this coronavirus. So when it comes out into a population with no natural immunity, it tends to sweep through very vigorously
",5
3439,504374,"Says President Donald Trump’s hold on Ukraine aid was like when ""the Obama administration withheld $585 million of promised aid to Egypt in 2013 ... (and within the  fiscal year) they didn't have to disclose the halt to anyone."""," Member in the house who is supporting impeachment might tell you well. There was a quid pro quo because the president essentially very very indirectly or not very very directly, but it can be assumed in directly. He was threatening to withhold this aid from the Ukraine. So they would investigate Hunter Biden and we know of course now that the Ukraine the foreign a That was supposed to be sent to them was delayed about a week. Before this call happened
",5
5957,8131022,NASA Has Just Confirmed Earth Has A New Moon," And so when there's a new moon in Aquarius, we're trying to look through the differences between us and other people and how not only we can make a change but how other people can make a change as well within the lives of society of everyone in society, but definitely within our own lives to make our own dreams and aspirations come true. So what I'm saying, so it's really cool energy. Now the new moon is in. Four degrees Aquarius and so it's in the first decade of Aquarius, which is ruled by its ruling here anus, I'm a modern astrology all okay, I use modern placements picks tilesets to me to me, but you know, it's Saturn really do be saying a lot to do. Okay, you know because as is traditional ruler, so, you know, the first decade is ruled by, you know,
",5
9102,7299605,"The United States has ""the highest rate of childhood poverty of almost any major country on Earth."""," I love how you're thinking about this too because when you think about the vulnerabilities and you start to think about what you can change it makes it less pre deterministic as you said and I think it also helps us to confront biases because I think that sometimes these risk factors even in the most. Well-meaning person can come out as confirmation bias. Like well that child's not doing well that child lives in poverty. Oh that child's not doing well that child doesn't speak the main scene English like it becomes almost this deterministic and also bias of well, they can't do well and look what they're up against its and it is his lack of actually changing or helping to change but when you think about vulnerabilities and let's say you say Okay child's in poverty what could be a vulnerability they could have food. How are we going to then solve that in our school system as opposed to? Oh, well, you know there are poverty
",5
15047,4982022,"Says there have been ""well over"" 54 million abortions since 1973."," Here are some of the statistics of abortion if you don't mind from 1973 from 2011. Can you see that from 1973 through 2011 nearly 53 million legal abortions. 53 million legal abortions occurred in the United States. among married women for percent of pregnancies currently in an abortion among unmarried woman 27 percent of pregnancies end in abortion women in their 20s accounted for the majority of abortion in 2015 and had the highest abortion rates adolescents under 15 years old obtain point zero three percent of all 2015 abortions women aged 15 to 19 years accounted for less than 10%. Reasons why matter of fact put it in the playlist that's going to help me so reasons why reasons why a person well, let me give you Arguments for abortion
",2
7068,3375173,"The estimated price of President Trump’s border wall is the same as the cost of ""one and a half aircraft carriers."""," It's a little bit Niche but that's the overall thing. I want you to take know the value of your borders know how much your. wall costs to build and I don't mean like Trump's. Well, I mean more like a Game of Thrones. Well, you know, like a fortress you have fortifications around your heart and your mind and your energy and you need to identify them and hold the line because these people once they get in they World Rick Carris this shit, they will lay waste to your peace of mind and just fly on away because think about it this way
",5
8756,1173469,"The Human Rights Campaign is ""more powerful than the NRA."""," I'm saying and the NRA is what kind of more like the lenient thing they kind of like they kind of interpret their own way. If you don't have saying interpret laws are only. So the NRA is like. like, how do you how do you I've never heard of this Geo a you have no Gio is kind of like do shit white looks right. They're more like what guys are both legal but like the Geo a like they follow laws I can everything and then the NRA's more like anybody can have a gun type of deal like yeah, we support guns whether they're like, they support it
",5
9164,4915024,"""Between 1990 and 2013, the maternal mortality rate for women in the U.S. has increased by 136%."""," It's the creatures appetite for unborn children that may explain its cultural significance in Thai Village has crossed the are used to explain all manner of complications and diseases resulting from pregnancy If the child or mother dies,. Sighs the suggestion is that a cross a was the culprit Thai women generally have good access to health services and most births are overseen by skilled health personnel, but this is not however the case in all parts of Southeast Asia in Indonesia. The mortality rate due to childbirth is particularly high in 2005. It was estimated that 262 mother's died for. Every 100,000 live births in the country, but in any part of the world childbirth can be a frightening and deadly process in the United States 50,000 women suffer from life-threatening complications due to pregnancy and over 700 die each year and two-thirds of those deaths are preventable
",5
10408,6364856,"""The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S."""," He's still able to do the thing. He really loves to do and maybe I won't look back on it as a regret because he's so young and still so talented. A lot of people say that marijuana is not an addiction drug. It's a drug that can be stopped whenever you want because it doesn't have I guess the the body doesn't forget. I don't know how to describe this
",4
2091,6033314,"“NIKE has stated, ‘We’re a $76 billion dollar company that can afford to let go of all ‘Make America Great Again’ customers.”"," You just did it. Anyways, you know, you just gotta do it just do it. Nike should sponsor us. Um so you can choose courage or you can choose Comfort I think so many of us. Us so many that's why we live in this like repetitive cycle of waking up and going to work and all of us joking about being miserable at a 9 to 5 and not feeling purpose and all these things that numbing
",5
11421,3769229,"""Right now, America has $1.1 trillion of student debt. That’s more than credit card debt."""," You know, I think when you're when you're talking to individuals it can be people are very sensitive about having gone to school and being in such such debt because there's so much pressure. To go to college and people don't realize the type of decision that they're making until they're out of it and now they're stuck. But you know, and it really works for some people but the truth is if you look at just the numbers the number of people that are in that debt, I think it's wearing the trillions of now of the amount of student debt that people are in in total in the states. I'm understanding of student debt is that it's something that can't be wiped out if you are met. A bankrupt it's not even wiped out
",2
9161,2307948,"""You've been tremendously deceived"" by people who say the Earth is not flat."," So what is the point of covering it up? You know what I'm saying? Like, why would we cover up the the what is it? The Earth is flat. Like what's the motivation for that? And I guess they kind of answered it. They already answered it which is they don't believe the Earth is flat. They are saying that NASA and everyone else who thinks the Earth is a globe genuinely believes. It's a globe and that it's not a vast conspiracy to hide the fact that it's flat
",3
234,10870130,"Says the 1995 Chicago heat wave was “the largest single-day, non-war fatality in the United States” prior to 9/11, and “we are now expecting temperatures that hot in Chicago every summer.”"," And if you enjoyed today's episode the best way to help us is to leave a five star review wherever you're listening. It really does help. This is our second and final episode on the deadly heat wave that struck Chicago in July of 1995 over the course of five days. Days, the extreme temperatures killed more than 700 people leaving an Infamous scar in the city's history last week. We discussed the build-up to the disaster segregated neighborhoods and understaffed Emergency Services were a recipe for trouble this week
",5
15302,1917474,"Students today ""take more years to get through"" college."," Opening with all college students, but it's particularly Happening Here the transition from this world to the real world has gotten very complicated for college students. There were there was a time this is gonna be hard for you to imagine. There is a time when college students could not wait to get out of school. That is not how you feel. Most of you are thinking how in the world can I stretch a four-year degree into six years?
",1
7182,5996003,"Of ""30,000 individuals arrested a year for crimes that are 16 or 17, over 95 percent of them do not result in a criminal conviction. Only 1.5 percent of them ultimately go to state prison."""," The process is different. And so yeah, some people want some kind of recourse but I guarantee you if you ask most people particularly women who have been sexually assaulted would they rather a million dollars would they rather have get their self back to being a whole person they would choose wholeness before they would choose this money because that money is not going to do anything to make you whole all it does is feel. I got something at least from this but I think people don't get their know and you mentioned the statistic about the conviction rate. I also like to point out the number of false reports also less than 3% 3% is like somewhere between two and four percent somewhere in there. And so, you know, if you want exact numbers like she said you could Google it, but I promise you it's low in the single digits
",5
1883,5123657,"“Many people every year, sometimes over 100,000, and despite the vaccine, die from the flu … we are learning to live with Covid, in most populations far less lethal."""," So if you got the flu vaccine and you still get the flu the vaccine will help protect you from complications of the flu and that's what's really important here. There's a study that looked at a population of elderly that received repeated vaccines versus those. That did not receive repeated vaccines and the vaccinated population in this study was less likely to die from complications of the flu. And there was also a decrease in hospitalizations of the vaccinated population. So a 61 percent decrease in hospitalizations among that elderly that received repeated vaccines and they the really important thing about this study which I love that they did this they only
",4
9221,365005,"Hostages were released as soon as Ronald Reagan took office because Iran perceived that America was ""no longer under the command of someone weak."""," And even if they could the United States didn't pay ransom, they wouldn't facilitate the transfer of funds interestingly the US policy on paying Ransom has never been etched in stone. The government stopped paying ransom for hostages all the way back in 1800 when Thomas Jefferson announced that he would no longer pay African rulers for protection from Pirates ransacking American ships that. To the Barbary Wars, but in 1980 President Jimmy Carter made the policy explicit 52 American hostages were taken by Iranian revolutionaries in Tehran and held captive for 444 days Carter denied their request for ransom money saying quote. Our position is clear. The United States will not yield to Blackmail and quote it took over a year of negotiation
",5
9281,7632057,"The United States spends ""almost three times per capita what they spend in the U.K."" on health care and ""50 percent more than they pay in France."""," So the question was how much does screening mammography reduce the likelihood that a woman dies of breast cancer if she lives a normal life span and the options were 10% 30% 50% and 70% So mammography is recommended by the uspstf every other year. all women aged 50 to 75 years women can choose to begin biennial mammography at age 40 based on an assessment of risk and shared decision making around potential harms and benefits women who have a first degree relative with breast cancer are encouraged to begin at age 40 as well as women who may be at high risk for other reasons, but biennial mammography, you know is different from what the American College of radiology puts at the bottom of every mammography report much to my chagrin, but if. If you look at every other country in the world and I'm talking every other country that has spends money like we do or tries to spend as much money as they can and Healthcare top 25 Spenders. Every other one is every two years. So the American College of radiology is actually the only group in the world other than the American Cancer Society 45 to 54 years that recommends annual mammography
",5
9006,11612548,"""There is a precedent"" for not nominating someone to the U.S. Supreme Court ""in the middle of a presidential election."""," It's usually a label attached to justices who believe that the US Constitution should be taken literally as written. Rather than interpreted through the lens of modern society overall strict constitutionalists tend to be more conservative than non original lists. Of course nominating a Supreme Court justice was about more than electoral gamesmanship. Even for Nixon the new Supreme Court Justice would forever be a part of his legacy remaining in office for decades after the president retired. So Nixon search the nation for someone who not only
",5
16202,4039080,Says his Twitter account has 1.3 million followers.," So it looks like he's a back with the Twitter handle but it's going to be a personal account. Now, you won't get updates about fee for from him or any communication about FIFA as well. He does have about 80,000 followers. I think it's going to decrease now with the the reason update. But yeah, I think this is a good move just for a personal Viewpoint because you know, he was getting abused and people are taking him personally he a fee for Direct can deal with that kind of stuff that I need personal people
",5
6523,12039601,"""There have been more than 270 mass shootings in the United States in the last year alone. That’s where four or more are killed."""," It's just one of those things that you know, you hear about a shooting nowadays and your kind of detached. What's the word college boy? You know, what's yeah, I'm kind of Mario game kind of as of June 30 2019. There's 196 Mass attempted shootings in America. Wow, that's in one year. That's how normal this thing has become you know, I think it's at this point
",2
15678,2494200,"""The American healthcare system burns 18 percent of our national GDP. Nobody else is close."""," We are getting sicker we spend more than we spend on Military. We spend more on anything. It's 18% of our GDP on Healthcare yet. We're getting sicker and do we really think that more drugs and more tests and more that's going. That's gonna how we're going to get there
",2
18391,11609475,"When he worked for AT&T, he ""was responsible for large parts in a $5 billion organization."""," Exactly friendly to sex workers Randall L Tobias at that time. The United States director of foreign aid and a deputy secretary of state was one example, although he didn't create the policy that said in order to receive us Aid you had to denounce sex work? That would be Congress Tobias is background wasn't in policymaking at all. He worked in Big Business Pharmaceuticals and at AT&T. T until George W bush nominated him to be the United States Global AIDS coordinator in 2003 Tobias was a Christian Midwestern Republican the conservative anti-prostitution requirements that Congress had tied to the foreign aid fund were in line with his own values in an interview with PBS Tobias explained the Congress. I think very appropriately has put into the legislation
",5
2424,7933533,"“First off, it’s in statute already in HIPAA that preexisting conditions are covered.”"," So what did your parents react when you asked for them to leave or the were they like just yeah, they were like they just they're like, okay, and so they got up and like she wasn't which was, you know, sweet sweet of them. And so yeah also compliant with HIPAA laws, so thank you for. Complying with HIPAA laws. So I tell her everything I was like, I think that the source of this might be because of this vibrator. I just don't know and it's a just this bacterial infection run amok is what it kind of looks like to me and so she was like, all right
",5
15231,6802181,"""You can't pass a budget in the Senate of the United States without 60 votes."""," It has this country and the biggest thing that they're responsible for is budget and deficit and that is the clear and present danger for the future of our country. And I think that as a congressperson. Congressman Senator really doesn't matter whatever y'all are you don't pass a budget by 1 October?. You don't get paid. So the number one job is to pass a budget if they don't pass that budget by 1 October then they don't get paid and there's no back pain associated with this either until such time as you pass a budget then you pay starts up again
",5
15461,913838,Says taking millionaires off food stamps and unemployment would save $20 million.," I like it to be something charitable like today. It was I gave to the food pantry in my hometown because they're changing the SNAP benefit requirements so that no you have to produce. So like a lot of people are going to be cut off from like food stamps. So I did that because it was like, well, I feel I'm mad house and just bought myself some things. So I'm going to give money to other people who probably
",5
12822,628714,"Says proposed teacher contract ""would layer on more restrictive rules."""," But if they're not in the mental space to share don't push it. I just want to choose. As a whole like not just constricted to modify teachers. If there are any other teachers listening to this podcast. Hopefully wherever you are be careful with what you see do your students because it's it's a very cliche thing to say but was really mean a lot and they do they do like especially for me
",5
5374,10189446,"""I'm not a politician."""," I introduced him tell him who I am. I'll even give him some of the story as to how I got here because I want to make clear. I'm not a politician. I love my job. Melinda Katz is term limited out
",6
4676,9843137,"Raising the federal minimum wage to $15 ""would give more than 40 million low-wage workers a raise, more than 25 percent of the U.S. workforce."""," So what they said was like we're going to follow report and we're going to get to the bottom of this because we're losing drivers at all alarming rate and what they did what they found out was that the average Uber and Lyft drivers. They were making like $14 an hour which in New York City is not the minimum wage. The minimum wage is $15 $15. So when I found that out, they were like uber said, hey, we don't have to abide by the minimum wage because these are employees. We don't have employees we have in
",5
880,2465598,"Says it doesn't make sense for young adults to get the vaccine since they ""really are not under that much of a threat as a result of this virus."""," And then if you don't vaccinate your kids because you're gonna die. First of all, that's not true. There are plenty of kids who have not been vaccinated that don't get harmed but that's not the point. The point is by not vaccinating your kids. You're putting them at risk and you putting other people that risk and shirt
",4
9616,5183499,"There are a ""multitude"" of vaccines that do not prevent deadly and crippling diseases."," It is regard to matters such as this such as these that the Axiom LT freshman at sea, but do not set yourself apart from the community applies. You should act according to that which is done by the majority of children who are in your children's classes Volume 11 degrees craters page 137. Even as the polio vaccine effectively eliminated the dreaded disease, there are instances where faulty shots actually brought about illness. So the rebels now addressing that issue that there was side effects illness. In the winter of 59th and 9th of Scott Thompson, udayan 1957 the web address this issue the event that occurred in the United States was at the beginning of the use of the vaccines before the medical compound was definitively established
",5
2062,8878407,Photo shows “some of the firefighters in California fighting fires 24/7 to save people's lives and property.”," Probably the saddest because you know, the animals is known for its wildlife and animals have been killed or have been affected. It's just numbers that you can't even comprehend but it's just heartbreaking, you know, the videos that you see it's really sad. I seen the videos and I've seen the pictures and I think I think California is worth sending some firefighters some firefighters. So shout out to all the firefighters and shout out to all those people. I really hope that you're doing better and to keep it a little
",2
6486,6622136,"""The Alamo has been consistently listed as one of the most disappointing landmarks in our nation."""," I went there and ordered a pizza and movie great pizza and got a beer easy to do and what did you get? Yeah, I had so it's five dollars for bottomless popcorn. You'll never need a refill of Pop round because it's a bowl of popcorn is so big for the first time you order it but 5 dollars for bottomless popcorn and then we got you know, some chicken fingers and french fries, which were really good. Yeah, my absolute favorite thing about Alamo. Drafthouse is no kids. I was going to say no kids
",5
9161,3458771,"""You've been tremendously deceived"" by people who say the Earth is not flat."," It's just now, you know things like Evolution there are taught to us, you know without question. I mean, it's something that we probably took for granted now with the Advent of internet and the problem is that especially back home people think Americans know everything. So when we have this Americans who are saying that the Earth is flat. You know, it gives us a lot of problems. We have to explain to these people but you know, the thing is the way they make this video
",3
2360,5483243,"Quotes Tom Brady as saying, “If anyone on my team kneels, I quit.”"," I think you can have some discussions about guys like Carson Wentz and Dak Prescott and just throwing some names out there off the top of my head. I've often said that I think that Aaron. Of the quote-unquote old quarterbacks Drew Brees Tom Brady Etc. Rogers is still the best of that group. But even if I say, okay throw out, you know, when Sam Prescott in the guys, you can talk me into let's just say Rogers is 5
",5
4400,11362976,"Neil Armstrong’s space boots don’t match a photo of his footprint on the moon, suggesting the moon landing was a hoax."," We'll have walked on it. Yeah, that's that's kind of interesting that of course as he's recording if that happens lucky him, but. I think it's kind of far-fetched for the conspiracists to base their beliefs that the moon landing was a hoax based off the pictures that I saw because I'm gonna guess that makes sense. The pictures got him and take it from anywhere, you know, I mean, yeah, but explain to me how of the 400 some thousand people working on this Apollo mission of all those people not one person said. Actually fake, what about that one that exploded wasn't there multiple the Challenger blew up had nothing to with the Challenger the the teacher
",4
4066,9053900,Say Jeffrey Epstein is not dead.," It allows the shit to continue and that's what's beautiful about the whole Epstein didn't kill himself memes and t-shirts going back to me more fair and how they're just flooding. The internet and forcing eat that mainstream media to discuss it. Yeah, and Epstein didn't kill himself and the Epstein didn't kill himself t-shirts. I project Warpath bug free shipping if you order the next 36 seconds,. Yeah brought to somehow keep sorry
",5
12169,9844450,"""The middle class can be defined to include those with income between roughly $20,000 and $60,000."""," Yeah, you're struggling like fucking now that you struggle it. I told it I mean that's how the kids every time like every day. Like, I'm not sure there's not a middle class because whatever somebody from the lower socioeconomic status has it'll be subsidized so that we are on the same playing field, right? So like a kid. The parents don't make as much like they can get a full scholarship as I'm going to get total financial aid, right? So we gonna be in the same boat matter of fact, you might be in a better position if you take advantage of this, I think that's an interesting conversation because I had this conversation with somebody who my friend. He's a doctor and he lives in he looked at Wall Street at the time and we were talking about like what's middle class for New York City from my hand
",5
19987,2673897,An estimated 56 million Americans don't have bank accounts.," We have a weed mining Farm. We'd miners the bit main of weed and Bolder us. But yeah, you're right so we don't have bank account. That shitty like it's legal in the state level illegal on a federal level. So how do you take payments? Like we have a security budget for like people to make sure that no one walks in with a gun and like takes the six figures in cash
",5
7128,10818975,"Says Milwaukee County Sheriff David A. Clarke Jr. has said Black Lives Matter ""is a terrorist movement, a hate group and calls it, Black LIES Matter."""," You know what I'm saying? It's the same thing with like black lives matter. It doesn't mean that other lives don't matter. I'm just saying black lives matter. Like if I don't believe all victims, it doesn't mean anyone that claims. They're a victim on like
",5
11525,10433697,"Human activity is not ""causing these dramatic changes to our climate."""," Emmett that have resulted as part of Earth's natural processes. So how is vegetation affected by climate change climate in turn affects agriculture the source of all food consumed by human being and domestic animals. It must be further considered that not only climate change may be changing. But that human societies and agriculture developed trains and constraints constraints of their own which climate change impact studies must take into consideration. Now I'm here with Devin and his topic was natural resources in the u
",5
5374,11573695,"""I'm not a politician."""," We heard sampled on the bridge of DNA. Can he raps somebody tell Geraldo this n-word got some ambition. I'm not a politician. I'm not bad a religion. Don't call me black no more that word is only a color
",6
8734,4887790,"Marijuana is a Schedule I drug, ""which you understand means that you can’t do any research about it."""," This is also something that gives weed a bad name and trips people out when they. I to relate being too high to having a psychotic episode. Marijuana is a drug. You have to make sure you're using it safely and wisely and when you use it safely in wisely, that's when it's it can be integrated as a medicine and can do so many wonderful things for you a little goes a long way and you can always have more so just pace yourself so that it can be an enjoyable time and not a nightmare. get off my soapbox now and stop mothering everyone
",5
6320,11220738,"""Earlier this year, Hurricane Harvey left more than 12 million people in Texas and Louisiana without homes."""," It's not every single day the negativity the divisiveness because yeah that exists that absolutely. Hundred percent exist but we're all friends were all family and we see those in those in those hard moments in life. The last I can remember hurricane Harvey you remember that? I mean we had people from Louisiana coming into Texas trying to help people out and boats and stuff. We had law enforcement officers from from I remember either there's officers from the city of Dallas. There's officers from everywhere going to Houston to help out the Houston law enforcement there were I mean, there's a number of
",2
3306,5780412,"""Back in 2005, when we did that first point-in-time count, there were over 188,000 thousand people that were deemed homeless in the state of California. … That’s 35,000 more than we have today.”"," Yeah, I think well, yes, but I mean depending on how you define living says if having a phone. like that is living standards. Well, there are now six hundred and sixty three thousand homeless people United States. They were nowhere near that many 10 years ago. If you gave them a phone would that make the love it and I wouldn't but I can't afford to have a home
",5
13419,425490,"""Today, about 40 percent of guns are purchased without a background check."""," So this is what's interesting like Bitcoin is legal, but it lets you get her get around these Financial restrictions and 3D printed guns are legal and they let you get around these restrictions of needing a background check. So for those who don't know in the u. When you go to buy a gun they do a quick background check on you and the guns. By our registered that is a registration number on each gun and that's connected to your name. And that's how they know what guns you have and that's how they prevent people from buying guns with 3D printed guns
",2
