Fact Checked Claim Index,Podcast Claim Index,Fact Checked Claim,Podcast Claim,Stance Agreement
4837,10342051,"As for recreational marijuana revenue projections, ""we are seeing all those numbers reach disappointing levels in the states that have legalized. They’re not meeting their targets for the most part."""," So the question I was asking myself is. Is in a mature Market, how much do people spend on cannabis? How big is the market? Okay. So the numbers we get to our something like this basically in a mature Market people spend between a hundred and twenty two three hundred dollars per person in the state, right? So that's per so if your state has a million people obviously not all of them are consuming cannabis, but by the numbers, you know, if you just take what the sales numbers are and divide. By the population you'll get that, you know spending number somewhere between 100 on the on the sort of low-end and 300 on the high-end per head. Okay our per capita
",5
9102,2121819,"The United States has ""the highest rate of childhood poverty of almost any major country on Earth.""","6 million in 1996 to 2.1 million at the end of 2001. The poverty rate for children also fell during the 1990s from more than 20% in the early part of the decade to about sixteen percent by the end of the decade experts disagree. However on what drove the reductions in Bogues welfare caseloads and. Poverty changes in welfare policy or the dynamic economy that prevailed during most of this period and that will be all about the causes of poverty
",5
599,5989843,Says Bruno Mars is Michael Jackson’s son.," I tell you Michael is a high just like Prince they both are hot act to follow but at that moment Michael's here and pins with there. And imprints, you know, they were friends. So it's almost like some of the Jacksons were friends with Bruno Mars and Bruno Mars slept on the couch. But Bruno Mars get the record deal. Yeah, that's what I'm saying
",5
9938,6733425,"American schools are ""more segregated than they were in the 1960s."""," Kennedy actually commended the city for toppling segregation without violence, but there was violence lots of it talking to find be I realize some of the most painful violence is psychological and the fact that we still don't recognize that makes me worried. Just as mind I was visiting potential schools for my daughter Eve. So in New York City where we live the school system is the most segregated in the country. And that means I'm going to have to work really hard to make sure my daughter not only goes to a great school. But a diverse one one where she'll see more than a handful of black kids or white kids
",2
5478,4068414,"""California wildfires are being magnified & made so much worse by the bad environmental laws which aren’t allowing massive amount of readily available water to be properly utilized. It is being diverted into the Pacific Ocean."""," All right, so we don't got much time left here. Other things you guys want to touch base on you know, what do you want to talk about? What else happened this week?. All those wildfires in California. Oh, yeah, California's burner again. It's like I'm about the soldiers ill I think there is the rain forest
",5
17911,9640690,Says Daniel Webster thinks wives should submit to their husbands.," So that's the opposite of consent, which is what I think a lot of us were taught and Evangelical culture, which is terrible and terrifying that's that is repulsive today is repulsive and also,. So marriage that you are essentially the property of your husband and it's said and more flowery terms. It's like wives submit to your husband. And by the way afterthought like men you should also respect your wife even more than you respect yourself, but that is weaponized so often to be like even if you don't want to have sex, you know, you really he deserves it because he's our husband so consent and the church non-existent until these. I think that teaching consent education is one of the most important components of sex ed in this day and age everyone deserves autonomy over their body as a human being in a body that is yours
",5
4864,4068414,"California’s deadly wildfires ""would never happen"" with ""proper Forest Management."""," All right, so we don't got much time left here. Other things you guys want to touch base on you know, what do you want to talk about? What else happened this week?. All those wildfires in California. Oh, yeah, California's burner again. It's like I'm about the soldiers ill I think there is the rain forest
",5
10107,6791298,"""Hate speech is excluded from protection"" under the First Amendment."," So yeah, basically the Hades code booths for most of it the most. I don't generally against like censorship in all forms of media because it's kind of like an art form and you know pretty son should know it's sort of the whole freedom of expression versus freedom of speech or is hate speech friends, which it sort of goes back to that order. No hate speech is not freedom of speech Amen to that. Okay, I'm pretty pretty sure if there were any racist homophobic any anybody who is just not open racist homophobic listening to this thinking they might if they're of Mike Smith. Mike Smith is a homophobe has been commenting on Instagram pictures
",1
4759,2489174,"Quotes Kurt Cobain saying in 1993 that he wouldn’t be surprised if his generation eventually elected a ""true outsider"" a ""business tycoon who can’t be bought"" … ""someone like Donald Trump"""," I don't know too much about your story a New Yorker. Yeah, and you can go down at the 27 club and pick some of them. Yeah Kurt Cobain likely to buy products as you Kurt Cobain's. You got a ball that I could John Lennon or something. Yeah for my dead one up
",5
880,5160867,"Says it doesn't make sense for young adults to get the vaccine since they ""really are not under that much of a threat as a result of this virus."""," So I'm not even saying that they should be closed and the government is correct about this but it's much more complicated by the issue itself if we had total control over the issue and people would listen so yes, then we can talk normally and we talk about vaccinations and why you would want to be exempt from vaccinating and why we should allow your child in and be a normal conversation, but I think there are other factors involved. So I'm not here advocating that children should not be allowed into school, but you know something. Sometimes one has to look at why the parents are so insistent and not vaccinating and maybe they want their child in school maybe vaccination should be explored. Why is it only the extreme one way and not the other way maybe that maybe they should realize the vaccination should be an option obviously in a proper way where it doesn't harm the child Etc as we discussed another person writes on the topics of doctors medicine vaccinations at Center. There were you aware that were in recent recent episodes
",5
15510,3216385,Christmas trees are grown in all 50 States.," If you haven't played 76, you will notice that because the bombs dropped in October. Some people were already decorating for Christmas. There are some Christmas trees in and around the world at all times. It's not something that happens because it's that time of the year. It's something that happens because that's just part of the deck the basic Decor of the game but there
",5
11421,792973,"""Right now, America has $1.1 trillion of student debt. That’s more than credit card debt."""," No, it's we are talking about student loans right now that you couldn't have given us poor play better shall be the get into student loans right now. We so much speaking of what I'm gonna provide some data because as behavior analyst we love data. So College tuition has more than doubled since the 1980s just so you guys know as a result student debt is at an all-time high with the average student debt per graduate Shelby. You should be very proud of yourself. You have beat out everyone by almost five times because the average student debt for graduate is 17,000 126
",2
17273,4982021,Says there have been 50 million abortions since Roe v. Wade was decided.," But there is a deaf still happening and that is with the child. Here are some of the statistics of abortion if you don't mind from 1973 from 2011. Can you see that from 1973 through 2011 nearly 53 million legal abortions. 53 million legal abortions occurred in the United States. among married women for percent of pregnancies currently in an abortion among unmarried woman 27 percent of pregnancies end in abortion women in their 20s accounted for the majority of abortion in 2015 and had the highest abortion rates adolescents under 15 years old obtain point zero three percent of all 2015 abortions women aged 15 to 19 years accounted for less than 10%
",1
15618,8994752,"People can use food stamps ""for anything,"" including ""to go to Hawaii,"" and even millionaires can qualify."," I love her and I will I'll give her videos like I will not watch them, but I will give them a like but then she also has her art in each series. And she's the only person I know she has a line of watches the most pretentious expensive but watches be like, oh it's so great so qtr then in my view because she's art and she's built that presence but supposedly they're actually affordable if you take his material costs or something like that. Can I use food stamps? What are we talking about? They're not that expensive but like yeah like I mean, it's okay. Where are my two you gonna watch the king. I never want to watch in my life right now
",5
427,10841843,"“Unvaccinated, you can get COVID and have over 99% chance of survival. Get vaccinated and you can still get COVID and will still have over 99% chance of survival.”"," It was basically gone and now it's big news in this country when several dozen people get it. The measles outbreak in the state is growing 44 people sick in Minnesota. Most of those with the disease are unvaccinated. We're going to be seeing this for a while. This Minnesota outbreak is troubling because it's been linked to anti-vaxxer activism and it indicates a drop in vaccination rates, but in general here where there's good Healthcare measles has a reputation for being mild you get a rash a fever so mild that it can be a plot line for the Brady Bunch
",5
12211,4826520,"In Wisconsin, more than 300,000 people have ""some kind of addictive gambling problem, whether it’s pathological or what we’d categorize as a problem gambler."""," Like I've had people on the podcast before who have been addicted to substances like we had to do it on the easel. I guess it's always a recovery either. Formerly crack addict alcoholic but the gambling I don't know anyone that's ever been addicted to gambling. I know it's gonna sound stupid but not Saul Goodman tell me what that's like it is it's tough because there were there were some days where and it sounds ridiculous, but there are some days man where I mean it started a lot because again a lot of the relationship stuff that I was going through revolved around finances, right? And so there were. Were and obviously I'm not by any means blaming my wife for you know, Mike handling addiction at their choices we make right that's you know that sort of thing
",5
4490,1005285,"Other than University of Virginia’s 2019 basketball team, ""We’ve not had a Virginia team even in the Final Four in over a decade. I think George Mason was the last one…"""," I do think though. He was really going to be ready for that game. I just do not think that the Virginia Tech team that you saw last year. I think that Virginia Tech team is gone I do too and that's why I think that's a really hard the Sports Illustrated story and that's it. No, I mean they there were players saying they were encouraged to quit like at the end of the season don't catch a touchdown
",5
1331,5982554,Nancy Pelosi is no longer the Speaker of the House," So I just want to give people tools and and in that direction and what it could look like to help bridge that Gap and move things forward. We're taping this podcast at an interesting time one. We're in Washington DC and to it's a day after the the the Nancy Pelosi the house speaker, and now it said. They're going to begin an impeachment inquiry big election year, obviously in 2020 how or do you have any plans to activate politically as we approach an election next year? Yeah. I mean, I feel like a lot of Americans probably of just discouraged by our political climate
",3
9353,11611592,"Says Thomas Jefferson helped ""craft"" the Constitution."," He helped lead the Continental Army to victory in the crucial Battle of Yorktown. It didn't matter that. He helped shape the Constitution. It didn't matter that his economic policies helped a newborn country stand on its feet all that mattered was that he cheated on his wife. This isn't to say that Hamilton wasn't in the wrong, but one act of bad
",6
5599,4887840,"Marijuana and THC ""have caused emergency room visits to skyrocket."""," So CBD is the the relaxing anxiety. Asked like, you know, really harnessing that ability to not be anxious I guess is what I'm trying to say. And THC is going to be the psychoactive portion of marijuana. It's the cannabinoid derived from the cannabis plant that gets you high and gives you that feeling of euphoria and not really, you know being as present like your present. You know, you really just you have to try it to understand but CBD is not going to do that
",5
7467,1218515,"""The exodus of citizens from New York State has been growing."""," Kind of like, you know pointed to an apartment and that's where we ended up living but for us it was, you know, it was a city that I really wanted to live in and it started to make sense workwise an opportunity came up to go and live there to go and work there and it just made sense. I think the film industry or the commercial industry is predominantly in London LA or New York and Allah. I say this now it might change and know there's a massive Exodus from New York. To LA but it's predominantly in those who places your hand. I just I have a more kind of Colder taste
",1
4066,5187738,Say Jeffrey Epstein is not dead.," That is I cannot come up with one decent excuse why such a thing would be prevalent in Hollywood with with arguably very similar. Our Dynamics, but that some such a thing would not be pretzel prevalent in politics, which we know it is we know it's anybody who's not just got straight giant blinders on and you know is gluing their face to CNN or something knows that there is something up that the story and the facade that we see is mostly bullshit. I mean do I even have to bring up Jeffrey Epstein, you know, Anthony. Honor the insane amount of History connected to the Kennedys social and political power enables people to get away with some very messed up shit and upsetting those power dynamics regardless of whether it ends up evolving into the creation of some dark net assassination markets which again, we actually technically already had that on the Silk Road. There was a I think like two supposed
",5
6773,8196646,"Amazon has a ""no-tax monopoly."""," We are working on some paperwork though to become what's called an l3c. You'll be hearing more about that from my friend Mike, but it's a great concept. So essentially, you know, a companies like Amazon and Uber they don't pay taxes ever. Well, this is a way for like normal people to maybe not pay taxes either. So what it is is it's a hybrid of a foundation and a business
",2
1027,8175864,"“Next week has a time change, full moon and Friday the 13th.”"," Free-range folk is a couple of guitars underneath the stars there an upright bass and the sacks full of char and a musical saw they are an old-time pace and an open-back banjo and the Tater bug mandolin and a wild wild saxophone and they are filled with Amazing Grace and I'm lucky enough to call some of them my friends. This is my favorite song Serafin Moonbeam. In honor of the full moon on Friday the 13th. It's actually happening tomorrow. But by the time you hear this podcast
",2
6460,6415103,"""Ninety percent of people born in the 1940s ended up doing better financially than their parents. But those born in the 1980s, the much-maligned Millennials, have only a 50-50 chance of doing better (financially) than their parents, despite being the best-educated generation in our history."""," Yeah, which is probably true construction, brother. We finish each other's sandwiches. Yeah, every time thinking a lot of cases people think of Millennials as only the kids born in the 90s and later 80s not even so much 80 to 85 86 really the issue is not even necessarily with Millennials. It is with a certain group of Millennials in the 90s it seems because a lot of my peers are the ones that are catching a lot of flak right for not being motivated for not. wanting to you know, get out and get a job living in their parents basement
",2
3446,7810682,"Kobe Bryant’s ""untimely death has been planned for a while."""," Object all those things and that was on Saturday. I believe when it all happened and there was another thing that was going on on Saturday, which it passed up the Antonio Brown thing in the sports and world and that was LeBron passing Kobe Bryant on the all-time scoring list. That was something that got passed up even by Kobe's death on Sunday. So not a lot of people saw what Antonio Brown received and although it was only for a few days. I want to mention
",5
4600,7222885,"""College debt has increased 170 percent since 2006 and now exceeds $1.5 trillion dollars, which is second only to mortgage debt and surpasses even credit card debt."""," Everyone should have a home and two cars and go on vacation once a year sometimes twice a year if you're really lucky like I guess just kind of this day like exactly how life should be and if it's not there and if you're not able to afford it then the Avenue of debt opens up and you can make it whatever you want right when you want it. And so now we look up decades later of this of this, you know, philosophy being told to us over and over of kind of what we deserve and 78% of Americans are living paycheck to paycheck. Check wow, and the average family has fifteen thousand dollars in credit card debt student loan debt is constantly on the rise. I mean, it's just man. We're culture that we were working so hard and spinning our Wheels, but it's like our money comes in
",5
14125,10382876,"Wealthy taxpayers, not middle-income earners, get ""most of the deductions"" in the tax code."," You got me on reported story cited.com and we're a 501 c 3. So you get a tax deduction. Yes, you can make your donation there at the on reported story. That's what keeps us on the road and we enjoy bringing the truth to you and let's keep doing it
",5
2091,9649824,"“NIKE has stated, ‘We’re a $76 billion dollar company that can afford to let go of all ‘Make America Great Again’ customers.”"," Claude Rocha Gems by wait no fruit. Where would you want to go? I never heard of his own to go to Oregon know what's in Oregon Portland. What's important the Nike Factory this discussion get sales. I'm just I just want to visit there. That's like the only place in the states where I was when I last go for the oil line
",5
4066,9719670,Say Jeffrey Epstein is not dead.," Look at his face. What about have you guys? So what about Harvey Weinstein?. What about Jeffrey Epstein? I don't know anyone in their right mind who actually thinks he did. Yeah, like why would he be just like? Oh, yeah, I'm gonna kill - what was he like like like what did he do? He hasn't was like in he was really well. He was in he had he was like a financial advisor and he was like always close buddies with a bunch of like
",5
3172,2495301,“The coronavirus was invented and patented in the USA and then planted in China.”," I just want to say you know, it's the first month into 2020 and shit is already just fucking old in the Wyatts in the world is saying it's everything is going to shit like, you know, we're still in the one-month free trial and. - it's just not looking good. China's going the coronavirus. We almost had World War 3 and just in general even personal life has been kind of iffy Frank the majority of us. Yeah, but you know
",5
2153,12160383,"“Trump denies fire assistance to California because they didn't vote for him, but helped Russia with their wildfires in Siberia.”"," Is like fuck you I don't like you. You know what I mean? Like Jerry Brown was too extreme for even Jello Biafra. So anyway, he spoke out recently against Trump regarding the California fires. What does it was the fifth fucking outbreak in the last two years are I don't want to be I hate that place. Just moving back to New York
",5
1472,2495301,China recovered from COVID-19 “without a vaccine.”," I just want to say you know, it's the first month into 2020 and shit is already just fucking old in the Wyatts in the world is saying it's everything is going to shit like, you know, we're still in the one-month free trial and. - it's just not looking good. China's going the coronavirus. We almost had World War 3 and just in general even personal life has been kind of iffy Frank the majority of us. Yeah, but you know
",5
13864,6135932,Says she is a registered nurse.," Unless someone else out there has been told that they have medical sludge that they have sludge balls and they are also experiencing a similar medical nightmare because of it. Maybe it's a lady that the nurse told you about. Oh, maybe right or maybe it's the nurse herself. She just gives the diagnosis of. Judge to everybody no matter what you have
",5
10621,4879130,"Rhode Island's legislature is ""the strongest in the country."""," Analysis of 65 years of United States of America rainfall records show the lower 48 states have an increase in heavy downpours since 1950. The largest increases are in the Northeast and Midwest which in the past decade have seen 31 and 16 percent more heavy downpours compared to the 1950s. Rhode Island is the state with the largest increase 104 percent. McAllen Texas is a city with the largest increase seven hundred percent. Heavy downpour and the analysis are the days where total precipitation exceeded the top 1% of all rain and snow days during the years 1950 to 2014
",5
5236,6971715,"Says marijuana is ""legal in most states in this country."""," You take cannabis and cannabis is just so freaking cool because those little molecule misano molecules. Actually attach the same pain receptors is opioid pain medication and meaning that it can provide the same level of pain relief as opioid pain medication, which is just mind-blowing now. I know that THC obviously isn't legal in all 50 states yet. But broad spectrum CBD is and broad spectrum CBD is CBD that has it's like CBD isolate. It has no THC in it 0 th see its THC free you can take it all day
",4
8570,5827664,Says she was the first in her family to go to a four-year college.," Is a snapshot of everything I would want in a wife and then we didn't see each other for like a year after that. So was that intentional more circumstantial? Yeah, I think she found out that I was still in high school. She was in college. She was like, oh my goodness. But yeah, so as long as listeners sorry that was not as impactful as I had intended, but I wanted you guys just take a step back and remember your first encounter with your spouse things that stood out on the initial attraction
",5
17630,3345094,"""Discretionary spending went up 84 percent in the last two years"""," Everyone will say but but the deficits went up under Obama and it's true that the deficits exploded under Obama, but most of those were actually the stabilizers and if you go look at this situation where you look at discretionary spending of the US federal budget over the past 40, you know for decades you'll notice it up until 2006. There was only two years when. The discretionary spending fell year over year. I think one of them was 1969 and then there was another one around the Clinton era every other year the discretionary spending went up. Now when you come into 2006 the great financial crisis under Obama five of his eight years had discretionary spending getting cut
",6
19972,2831413,"Half of all personal bankruptcies in America ""are caused by medical bills."""," Spouse doesn't pay be ready to you still owe the debt and lender who doesn't get paid can correctly. Sue the parties to the loan including you use the envelope system for budgeting you need insurance for the following items, depending on your situation and health benefits you receive in Your Country Auto and homeowners insurance life insurance long term disability health insurance. The number one cause a bankruptcy today is medical bills long-term. Care insurance you are going to die. So make a wheel
",1
12199,11612634,"Says in the last five years ""Senate Republicans have placed a filibuster on every piece of legislation and every nominee."""," If a filibuster was called 60 votes were required to end the debate and move on to a vote. Filibustering a Judicial confirmation is no longer allowed. By the way, the Senate did away with the judicial filibuster in 2017. The big takeaway here is this Carswell would need at least nine votes in the Judiciary Committee and then at least 51 in the Senate to become a Supreme Court Justice Nixon knew the Judiciary was stacked with right-leaning Senators who would almost certainly give Carswell a full vote the only. Thing that worried him about that part of the process was time while the Judiciary Committee considered Carswell reporters would be doing their best to dig up dirt about him
",5
12672,3546112,"The federal deficit is ""growing."""," Nobody talks about Canada. Canada also has a huge, you know for its population and its country. It has a huge deficit that's doing the same thing. It has a central bank. That's totally run that's printing fake money
",5
2098,6824661,"“A Black man invented the light bulb, not a white guy named Edison.”"," And they like they were they were they this is all happening at the same time, right Henry Ford love Thomas Edison grew up in a farm without electricity. Obviously, no one allowed electricity and followed us ins a meteoric career as he as the inventor Rose to become a national icon. So the time Edison had his company up and running making all the light bulbs and shit Thomas Edison did loads of stuff. He basically with a again he was the originator remember Netflix what it originally was. You rental exactly so Thomas Edison invented DVDs know the system of rental in this Thomas Edison invented the are what do you call the thing and say noisemaker and the spinning, you know the kind of them gramophone
",5
4649,10189406,"Says NC absentee voters have ""no way"" to know if ballots are delivered"," Then they go over to Melinda Katz and I'm looking at her and she looks like the cat that ate the canary like she knew ahead of time. I got this in the bank. We have absentee ballots. They already told me I you know, like that was my impression that something funny is going on. Yeah, so they had this heated Rico Rico
",5
7018,3333669,"Says James Clapper ""and virtually everyone else"" said ""there is no collusion"" in the Russia investigation findings."," She's a guys are all seeing Russian when you go to log into. I mean I got hell forever minute. So there's no Russian collusion. It's just you know, our Russian friends have the best deal on email service provider. But what did I do turned our freakin podcast to a rush? No only our email only
",2
10931,869049,"""Last week's three most-viewed television programs were Sunday Night Football, Thursday Night Football and Monday Night Football.""","SEP.Welcome to another edition of the Mexican soccer show. It's Monday Night Football. We are back apologize for last week. We had some scheduling problems
",5
10623,205735,"Austin is ""burdened by the fastest-growing tax increases of any major city in the nation."""," More different it was much more leisurely and it was just it I have the bug to move to Austin. Yeah, I don't blame you. I think Austin's when the coolest cities like and no state income tax. You're right my friend who makes less than I do not by a lot but a little bit less gets a hundred and fifty dollars taken out of her paycheck for taxes. I think I could like $700 taken out of my paychecks
",4
3585,601968,"""From 2000 to 2016, every major drug that was introduced came out of"" National Institutes of Health funding."," They were Prosecuting people for oh my gosh. I know that this isn't this is an American. So as I said earlier, it was funded by the National Institutes of Health. So like if you do nih.gov, it'll tell you about like flu vaccines today
",2
11145,3392720,"""25 percent of all drug-related fatal vehicle accidents in the U.S. involve marijuana."""," In a crash people could get hurt or killed but let's take a moment to look at some surprising statistics Marcus. Almost 29 people in the United States die every day and how alcohol impaired vehicle crashes that's one person every 50 minutes, even though drunk driving fatalities have fallen by a third and the last three decades drunk driving crashes still claimed more than 10,000 lives each year many people are unaware that driving law. All hi can be just as dangerous in 2015 forty-two percent of drivers killed in crashes tested positive for drugs not so harmless after all is it and get this from 2007 to 2015 marijuana use among drivers killed in crashes doubled the truth is driving while high as deadly so stop kidding yourself. If you're impaired from alcohol or drugs don't get behind the wheel if you feel different you drive. Different Drive High get a DUI drive sober or get pulled over
",1
802,3032034,COVID-19 “has killed less people than the damn flu.”," Now importantly this whole era was characterized by a group of writers thinkers and generally a group of people titled The Lost Generation. They were given this name not because they were literally lost but because they were they were confused we came out of this post World War One terrible horrible experience. You have the pandemic of 1918 with the flu millions of people died from that millions of people died from. this generation is characterized primarily by writers like F Scott Fitzgerald Ernest Hemingway. Ezra pound TS Eliot and James Joyce again
",5
12521,5948466,"Warren Buffett recently said ""Scrap Obamacare and Start All Over."""," And so what does the what do the next few years look like and and does it grow and the same kind of way that it has. Yeah, I'd say it's sort of you know snowballs and there was a great book. I read on Warren Buffett called. I think it's called snowball and it start slow and then. Really starts accelerating accelerating
",5
15449,4815798,"Says President Barack Obama ""is a socialist."""," It's just went as soon as you add. The Socialist tag on these things they drop incredibly popularity. So even Bernie Sanders somebody who calls himself a Democratic Socialist. His policies are able to win over Republican voters. In fact, that's I think that's one of the reasons why Donald Trump won
",5
234,10870303,"Says the 1995 Chicago heat wave was “the largest single-day, non-war fatality in the United States” prior to 9/11, and “we are now expecting temperatures that hot in Chicago every summer.”"," It would become the deadliest. other event in Chicago History. next we'll hear about the continued search for victims and whether a similar disaster could happen again today now back to the story after the 1995 Heat Wave descended on Chicago from July 12 to July 16th. Emergency Services were overwhelmed the enormous demand for electricity to power air conditioners had blown out Transformers. The city plunging many neighborhoods into blackouts the death toll spiked over the weekend as homes across the city were left without power by Sunday
",2
2737,7631422,Says President Donald Trump is “morbidly obese.”," Your turn again for the Quints. So since we are recording this episode on December 24th, the quiz derives from we commentators concern about Santa Claus. He's often portrayed as an obese. Elderly white male with a very generous nature and we think that generous nature is what needs to endure some say that Santa needs a change in image. For example, he needs to stop wearing fur and stop using animals for transportation and he should stop
",5
14582,9411073,"The United States has experienced ""40 straight months of unemployment at 8 percent or higher."""," There was a 20 class. It was their weapon and less than the middle class. But what it's the unemployment rate but the unemployment rate right now at that time. You should compare the two and see like back in the day the real like ZF. Like are you really trying to justify that the Rishon get tax time that little no I'm trying to say I'm trying to say like what's the difference? Like if the unemployment rate went down being that they got? Well, it was that it was
",5
10200,784818,"""The founders of New Hampshire came up with the motto Live Free or Die."""," I think tattoos are trendy because though they are when I was 18 to 21. I got like eight tattoos because it was a cool thing to do and not I mean tattoos are beautiful and they're I mean great but right now and I don't yeah, so I have an amazing really special. It's it means so much to me tattoo on my ass that says Live Free or Die that is New Hampshire state motto, and I'm so in love with, New Hampshire. That would put it on my ass. But the kicker of the story is that I actually it was Friday the 13th
",1
10931,5451184,"""Last week's three most-viewed television programs were Sunday Night Football, Thursday Night Football and Monday Night Football."""," So games five through eight. Just a quick rundown week 5 at Dallas 3:30 on Fox week six at home against the Lions. That's Monday Night Football on ESPN week seven home against the Raiders noon on CBS and then week eight going to Kansas City. And that is Sunday Night Football on NBC so quickly guys. Guys before we actually jump into this just just to give context for where everything's at we aren't responsible for breaking down Games 1 through 4, so we're not going to really focus on it
",5
9568,11449520,"Number of Americans killed by terrorism in the last decade: 24. Number of Americans killed by guns in the last decade: 280,024."," I I can try to paraphrase it or I can go back and search for it verbatim. But basically this one's for hours ago so I can speak on this without having to search. Um, but basically you're saying domestic terrorism has killed more Americans in the past decade than any other form of terrorism. It is long past time for common sense gun reform and a federal domestic terrorism statute most importantly we must together as a come together as a nation and prove that there is no place for hate in the United States. That's what he tweeted
",2
10737,4284793,"Ebola is ""incredibly contagious,"" ""very transmissible"" and ""easy to catch."""," You didn't have your stand up drained evolve drained evolve and that was our a bit more like a like a final fantasy because you've got part of your monsters. You can have my choices that have kept us energy which alone can be a Healer and that sort of thing can happen. Probably can have Ebola. You don't have one more story with the plane at the one time. You have three at a time always
",5
12826,7263938,"Says a ""rape kit"" can be used to ""clean out"" women, ""basically like"" dilation and curettage."," Thank you this I mean, this is my first time seeing it how much that must feel for a woman to be basically put on display while they try to run these tests. It was the same thing for me the same thought. I had never seen a rape kit be done. I never really even thought about what was involved in a rape kit and watching it kind of infuriated me. It's like, why would I want somebody just
",4
18525,719614,"Says he was ""a Marine during Vietnam."""," That's not that's not something people always get did they miss my my point on this I go I just think these guys because think about as much as from like south side of Chicago. Yeah, so he's Hood do so like but he's also a soldier. He's a Marine and he was in the Navy like, yeah. Yeah, you see but no one will know that base with Ally Bally receives. That's what I'm trying to say is like what you're ready says Fine Line is but problem is when they see that takes the guys like such a Alexander got like a Paul Crews they get buried by the wayside
",5
8545,10164874,"""Crime is rising."""," You'll do it for us and I would imagine. There's a certain amount of numbers has to come back to show the federal government that you are enforcing the law and order came from the mayor's office to the chief of Department office to the precinct of occurrence, which may Island de Blasio to enforce that law came from his office to the chief of the poor man who was banks at the time and it went to the precinct and they were told to start making arrests for indecent DeBlasio became mayor. How crime has risen even though new says it?. As in all the shooting can hang their hat on that but you know something you can see the disorder in the streetlights people living all over the streets people and no one pays for the subway Steve. I ride the subway see people jumping with impunity, but we haven't been on in a couple of weeks or as far we've been recording but this dousing we haven't talked about that
",6
3581,3704295,"""You have literally 140 people dying every day of opioid-related overdoses."""," David is here asking for $500,000 for an app that he says will help people recover from addiction. Drug abuse is an enormous problem in the u. Right now more than a hundred Americans die every day from an opioid overdose. And David has had his own struggles with addiction. So for him, this is personal, but will his passion for this problem translate into a business that investors can get behind
",1
14387,2654363,"Says Mitt Romney had millions in the Cayman Islands, a tax haven."," What did you see? Like, he didn't disclose like suppose. He didn't disclose like a hundred million. Million dollars in the Caymans dude, just chilling and a tax Haven. Yeah, and his you know and Trump knows all about it to all these guys know about it. So like that's you know, they could say what they want
",6
3734,2599458,"President Donald Trump's phone call with the Ukrainian president ""sounds exactly like what Joe Biden did."""," Oh, so here so a second whistleblower on the Ukraine Trump call has come forward. Lawyer for first whistleblower confirms. So it's basically like someone Donald Trump was allegedly on a call with which is basically now been confirmed that he's on a call with the Ukrainian government and he was trying to get details and give them to look into Joe Biden's son information on Joe Biden's son. So what do you what do you think about that? I think that. Steven we just a spin out
",2
9586,2679703,"Student loans from the federal government issued between 2007 and 2012 are on target ""to produce $66 billion in profits for the United States government."""," It's your parents fault. Well, then I want to put it on the Federal Reserve but the government like the government should not have been given out. Like what are they at? The believe the federal government has issued one point two trillion dollars worth of federal student loans the here in the US. So then take that away. He's an argument is
",5
2947,2647036,“Everyone is only dying of coronavirus now.”," So are you googling come on?. Guys, actually just looking at the YouTube trending page, but I just don't care about anything. Did you guys know that we're all going to die from the coronavirus very soon. I know it's amazingly actually drunk stupid whore. So let's taste like shit
",2
5768,2480906,"""Prince William May Not Attend Royal Wedding Leaving Harry Without a Best Man; Princess Diana Would Not Be Happy"""," You know, I'm just checking if maybe she took that to heart and was like, I'm going to try to be like me what you know, your not going to Bone up. that does sound like a burn right even in the moment. She probably was like one is the best marrying Prince William and actual Prince and the other maybe she was saying the princess is like she's not going to take care of herself. She needs to marry money librarian like you're smart, huh - I know but like have a job you go professional paralegal executive. How about just a lawyer executive about CEO? How about President a princess and president if the mom had any brains she would have said you were going to be a princess and you're going to be president instead
",5
14150,9856348,"""We've got the highest corporate tax rate in the world."""," They could have got that anywhere people believed in the. why behind jumping jack text and I made it very clear but most importantly I drove so hard with technology and social marketing and that's the reason why I was able to cover so much more territory and get over 400 Partners in a matter of six months and other tax companies couldn't do it. And now we're the fastest growing tax company in the country right now. We've grown faster than every single tax company that is ever opened in their first year of business. So, well you have wow
",5
5136,645175,"""The KKK was formed by the Democratic Party."""," Malcolm X was born Malcolm little on May 19th 1925 in Omaha, Nebraska like Elijah Muhammad. He was the Son of a Preacher the Reverend Earl little and his wife Louise Malcolm was a victim of racism before he was even born one night while Louise was still pregnant a group of men wearing white hoods approached their home on Horseback. It was the Ku Klux Klan the. It's been shouted for Earl to come outside Earl had preached in favor of black empowerment and the men wanted to run him out of town. Earl wasn't there that night Louise open the door hoping the clansmen would be moved by her pregnancy
",5
7576,7929478,"""There's been no conclusive or specific report to say"" Russia was trying to muddy the election."," I don't know Mueller something and he was asked several questions about that were worded. regarding if he had ever been if he had ever discussed. Whether or not the Russians had been involved and fucking up the election. He was asked that question in many different ways and each time well and and specifics. Did you ever speak with so-and-so about it was did anyone did so and so approach you and speak to you about it, you know those kinds of questions and every answer was I do not recall
",5
